review/profileName,review/time,review/overall,review/taste,review/palate,review/appearance,beer/name,beer/style,beer/beerId
Psylocke,1109980800,10/20,6/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
GarethYoung,1109980800,18/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
aspidites,1109808000,12/20,6/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
verymerrymonk,1109808000,16/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
FROTHINGSLOSH,1109721600,18/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
lizzy,1109721600,17/20,8/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
sethdude,1109721600,17/20,8/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
GonZoBeeR,1109721600,13/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
FakeTHulce,1109635200,19/20,10/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
SSSteve,1109289600,18/20,9/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
kms399,1109116800,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
beerandrugby,1109030400,18/20,9/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
kwik-lime,1108944000,18/20,9/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
PrimeMinister,1108684800,16/20,7/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
mephisto,1108598400,15/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
albert007,1108252800,17/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
jus10cider82,1108252800,17/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
richlikebeer,1108166400,17/20,7/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
stouby,1108080000,14/20,6/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
shameusburp,1107993600,15/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
emotv,1107907200,16/20,7/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Norton,1107734400,16/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Jan Primus,1107648000,18/20,9/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
MadMan,1107561600,17/20,7/10,3/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Mullo,1107561600,17/20,9/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
brentfeesh,1107475200,16/20,7/10,4/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Sancho,1107475200,13/20,7/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
jaraf,1107475200,19/20,10/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
AdamSkillin,1107475200,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
mjg74,1107388800,15/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
ToolHead,1107302400,17/20,9/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
pintbypint,1107216000,18/20,8/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Bockyhorsey,1107216000,15/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
RateandPillage,1107216000,16/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
turbothy,1106956800,18/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
nquantz,1106956800,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Narnad,1298505600,16/20,7/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
nicomags,1298505600,16/20,8/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
matthasson,1298419200,18/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Ernesto987,1298419200,17/20,9/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
czar,1298246400,17/20,9/10,4/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Dermi,1298246400,16/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
thetmaxx,1298160000,13/20,7/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
esp0r,1298160000,14/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
SwedeDog,1106870400,16/20,7/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
highlandlad,1106697600,16/20,9/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
mikey,1106524800,17/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
rajendra82,1106352000,17/20,9/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Jonathan3584,1106352000,17/20,8/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
glip,1106352000,17/20,8/10,4/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
caledonian,1106265600,15/20,7/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
JensenTaster,1106265600,15/20,7/10,4/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Ray1975,1106092800,18/20,9/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
JoeMcPhee,1106006400,16/20,7/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
tomxcs,1105920000,15/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Hunsell,1105920000,17/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
raymow,1105833600,16/20,8/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
turbo,1105833600,14/20,6/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Habanero,1105833600,18/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Garrat,1105660800,18/20,8/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
NDM84,1105401600,18/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Commodore,1105315200,18/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
brocker,1105315200,16/20,7/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
lululegrand,1105056000,16/20,9/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
DerWeg,1105056000,18/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
punkeedo,1104710400,14/20,7/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Cletus,1104624000,12/20,6/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Tessic,1104278400,10/20,6/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
GuilTTy,1104278400,15/20,8/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
nick76,1104192000,15/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
iam,1104192000,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
asheft,1104192000,17/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
joshpiledean,1103932800,16/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
MillStreetMan,1103846400,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
bobaidan,1103760000,16/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
screwball,1103760000,14/20,7/10,4/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
KAggie97,1103500800,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
sdechert,1103155200,19/20,10/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
joergen,1103155200,13/20,7/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
ALyseen,1103068800,16/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Sregnar35,1103068800,13/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
JadoreBlanche,1102896000,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
YK23,1102809600,18/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
beanmedic,1102809600,16/20,8/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Hoss,1102723200,16/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
elektrogeist,1102636800,18/20,9/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Dorqui,1102636800,17/20,9/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
DanielBrown,1102291200,13/20,6/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Burner,1102291200,18/20,9/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
SEAMASTER,1102291200,19/20,9/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
smkngun,1102204800,20/20,10/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Beer Snob,1102118400,14/20,7/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
BeerAteHer,1101600000,16/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
TheReptilian,1101168000,20/20,10/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
biz82,1101168000,15/20,7/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
AAO,1101168000,15/20,7/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
BlurFan,1101081600,19/20,10/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
PetetheMeat,1100822400,16/20,8/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
dornoy,1100736000,18/20,7/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
happy4hops,1100736000,14/20,8/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
fallesen,1100736000,20/20,10/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Eructoblaster,1100563200,17/20,9/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
sbrewno,1100390400,17/20,8/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
fidemaster,1100390400,19/20,9/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
wnhay,1100217600,17/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
rudolf,1099958400,18/20,8/10,4/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
arsouille,1099872000,20/20,10/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Dickinsonbeer,1099699200,16/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
alaskanwarren,1099699200,18/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Cornfield,1099440000,16/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
BeerandBlues2,1099353600,18/20,7/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
BeerBlockaid,1099353600,18/20,8/10,5/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
yayforbeer,1099267200,16/20,6/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
clutchrogers,1099094400,15/20,8/10,4/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
brewshthereen,1098748800,16/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Dextolen,1098144000,17/20,8/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
eleusis,1098057600,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
jewedekind,1097971200,16/20,8/10,5/5,2/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Loddeer,1097884800,18/20,9/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
badgerben,1097884800,15/20,7/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
lbishop,1097798400,18/20,9/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
footbalm,1097798400,14/20,7/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Vas,1298160000,19/20,10/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
bigbish,1298073600,16/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
prawlie,1297987200,15/20,7/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
louiscoucke,1297814400,14/20,7/10,3/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
kev1001,1297641600,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Mad_Ferret,1297641600,14/20,7/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
DavoleBomb,1297641600,14/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
IMtheOptimator,1097712000,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
thehipone,1097625600,16/20,7/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
madquacker,1097193600,16/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
tobias,1097107200,19/20,9/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
BeerBaronLS,1096934400,19/20,9/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
bourne,1096934400,20/20,10/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
HamWBone,1096848000,19/20,9/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
tupalev,1095638400,19/20,9/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
JayBaxter,1095552000,17/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
SilkTork,1095292800,18/20,3/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
walleye,1095206400,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Enniskillen,1094947200,17/20,9/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
jon112981,1094774400,16/20,8/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
99beerman,1094428800,18/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
vinnybigs,1094428800,11/20,5/10,2/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Metalhead,1093737600,13/20,7/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
cheubi,1093478400,20/20,10/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
vanvenlo,1093478400,16/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
jmuhops,1093132800,16/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Hangover,1093046400,14/20,7/10,4/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
dirkules,1092787200,19/20,9/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
maeib,1092787200,15/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
shoeshineboy,1092700800,18/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
frink,1092355200,18/20,9/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
shrubber85,1092355200,16/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
grat,1092268800,17/20,6/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
mongkut4,1092009600,16/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Sassy,1091836800,13/20,7/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Walt,1091836800,18/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
OKBeer,1091577600,15/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
RichardWilding,1091404800,14/20,7/10,4/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
HermanW,1091404800,17/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
davidCC,1091318400,13/20,6/10,2/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
MrKevvie,1091318400,16/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
axilla,1091145600,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
DaveZee,1090972800,16/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
cquiroga,1090972800,15/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
davidflores99,1090886400,18/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
JonMoore,1090800000,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
jimmack,1090368000,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
fasteddieIX,1090281600,17/20,9/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
joeec5,1090195200,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
mohawksin,1090108800,15/20,8/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
5000,1089936000,17/20,8/10,4/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
DocLock,1089849600,16/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Emil,1089676800,11/20,5/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
lachesis,1089590400,15/20,7/10,4/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
andershn,1089504000,15/20,7/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
eboats,1089244800,15/20,7/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
biznizness,1088899200,18/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
arjoseph,1088812800,14/20,7/10,3/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Kevin,1088640000,16/20,7/10,3/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
robertsreality,1088380800,13/20,6/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Zeswaft,1088208000,13/20,7/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Hugh,1088121600,12/20,6/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
foglemark,1088035200,18/20,9/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
MMM...Beer,1087603200,18/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
IndianaRed,1087603200,14/20,7/10,5/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
mds,1086998400,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
cigarsnbeer,1086825600,18/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
brownaler,1086739200,17/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Padron4KM,1086393600,17/20,9/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
ilovetrappist,1086307200,20/20,10/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Aarleks,1086307200,17/20,8/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
beerinmarch,1085961600,16/20,8/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Hab40oz,1085961600,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
BennyTicklez,1085788800,17/20,9/10,4/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Odeed,1085788800,19/20,8/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
wesley,1085702400,17/20,9/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
SledgeJr,1085616000,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
ross,1085616000,16/20,8/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
TheDean,1085616000,15/20,9/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
MrManning,1085356800,17/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
bsour,1085356800,13/20,7/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
iratherbe,1085184000,17/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Trappistbeers,1297641600,18/20,9/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
adamaustin,1297555200,16/20,8/10,4/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
rejtable,1297382400,16/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
wlajwl,1297296000,15/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
jhubeifc,1297296000,15/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
BarossaLuke,1297209600,14/20,7/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
crossovert,1297209600,13/20,7/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
patricks110,1297036800,17/20,10/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
ken1,1325376000,15/20,8/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
einbiermeister,1325289600,20/20,10/10,5/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
kerenmk,1325203200,19/20,9/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Ttrunk,1325116800,18/20,9/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
MacMoney,1324771200,15/20,8/10,3/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
arkurzynski,1324771200,18/20,8/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Japalo,1324771200,11/20,6/10,3/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
minihame2,1324771200,13/20,6/10,3/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
atpayne,1085097600,17/20,8/10,4/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Mathis,1085097600,16/20,9/10,4/5,4/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Cornboy,1085011200,14/20,6/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
beersnob73,1084924800,20/20,9/10,5/5,5/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
Lunkie,1084924800,16/20,6/10,3/5,3/5,Chimay Bleue (Blue) / Grande Rserve,Belgian Strong Ale,53
