text,description,parent_asin,review_title,verified_purchase,rating,product_title,id
These masks are amazing. They are sewn perfectly of the best thin fabric that make the masks the most breathable I’ve ever worn. The ear loops are super soft and the masks fit my face perfectly. I love them!!,"[""Party Casa's bestselling cotton mask is now on Amazon! Our single layer cotton gauze is thinner than double and triple layered masks making it more lightweight, breathable and comfortable. Mask fit can be adjusted by pulling ear loops to tighten material for a closer fit and a simple knot will secure the loop, or ear loops can be left untied for a looser fit. Other mask colors shown are not included and sold as separate listings. We are a female owned small business and we thank you for your support! Join our family of satisfied customers breathing easier!""]",B08QV7PHXL,Perfect Fit and So Breathable,True,5.0,"Adult Face Mask, Breathable, Single Layer, Cotton, Lightweight, Adjustable, and Reversible (Black)",63026
My son's wear it all the time! Looks very handsome around their neck's!<br />Thank you!,"[""Aegishjalmur is an ancient protective talisman of the Norse ---but the true nature of its magic has many interpretations. In icelandic sagas it can be found to confer power and dominance in conflict. Aegishalmur instill fear in one's enemies and to conquer fear in one's own mind. Aegishjalmur contains two numerical patterns, 3 and 8, that were sacred to the Northern tradition. And multiples like 24, the number of runes in the elder futhark, or runic alphabet. But its most prominent feature is the rune Elhaz. Elhaz can be used by itself for protection of a person, place or thing. It can create a sacred space or scatter negative energy, people or groups. Elhaz protects, links us to guardianship, a sovereign right to exist, for our time here. The rune is shaped like someone with outstretched hands to the heavens. In the Aegishjalmur, Elhaz is also contained 8 times not only at the ends of each spoke, but 8 times hidden in the spokes themselves. Truly a defense in depth, in other ways as well. Comes with 22 inches long chain.""]",B0BZ1426LV,Well Made Very Handsome,True,5.0,Baldur Jewelry - Ancient Aegishjalmur Helm of Awe Viking Norse Protection Necklace Pendant Amulet - Talisman Necklace Protection - Viking Jewelry Gift - Viking Protection Pendant - 925 Silver Sterling,80063
Very good quality and easy to hang on your mirror thank you so much for the product my friends and I love it she wants one now as well,"['Personalized single letter monogram car charm. All letters are available. Decorate your rear view mirror with this adorable mirror charm. They would also work great for ornaments, locker decor, room decor and so many more options. These mirror monogram charms are laser cut wood and personalized with the letter of your choice and ribbon color option. Ribbon choices are in the photos. Please, make your choice carefully. No return or exchange on personalized items. But please contact us if you have any problems with your order.']",B09989VTBF,I love it so cute,True,5.0,Car Charm Personalized Car Charm Rear View Mirror Car Ornament Gift Accessories Handmade Wood Leopard Burlap Black White Red Black Cow Paws Ribbons,67178
"Beautifully made and affordable. I used the J brackets to hold my soundbar, exactly what I needed!","['This Listing is for ONE BRACKET ONLY. (WOOD SHELF NOT INCLUDED). Each number quantity represents how many brackets you would like. For Example: ""Quantity: 1 = One Bracket. Quantity: 2 = Two Brackets And so on..."" Metal Size: 1.5"" Wide x 3/16"" Thick & 1"" or .75"" Lip on the front. Custom make it to any board you need. Weight Limit: Varies in size you pick, but all brackets are tested with 50lbs each. Color: Raw Rusty Metal. Surface Texture: flat textured. Stain/Coat: Clear Gloss coated. Weather Proof: Yes, Indoor or outside. ***Wall-mounting wood Stud Screws NOT included, Drywall anchors not included, because every wall is different... You need to use appropriate anchors, if stud is not available.***']",B07K2BBDPY,Beautifully made and affordable.,True,5.0,"Custom Hook Shelf Bracket Ordering, J Bracket, Metal Shelf Bracket, Industrial Shelf Bracket, Modern Shelf Bracket.",42171
Just what I needed for my homemade sconces.,"['Wrought Iron Hooks', 'This listing is for 2 wrought iron hooks!They Measure 3"" inches in length and extend 3"" inches from the wall.', 'Two Mounting holes for extra stability.', 'These wrought iron vintage hooks are great for hanging most anything.', 'PlantsHanging LanternsCoat HangersHanging Home Decor', 'Look at our other listings and find other wrought iron hook quanities and lower prices for larger quanities.']",B01N6YKJ8O,Iron hooks,True,5.0,Wrought Iron Hooks Wrought Hooks Hanger Wrought Iron hooks for Lantern Wrought Iron Hooks for Coat Wrought Iron Hooks Rustic Wrought Iron Hooks for Hanging Wrought Iron Hooks Vintage - 2 Hooks!,18842
Just what I was looking for to hang a towel on my stove handle.  Very well-made.,"['Functional and soft, these towel hangers are a great way to conveniently display your kitchen towels while allowing you to remove the towels for laundering. Great for every day use as well as displaying those special seasonal towels.  Hang them from your stove, refrigerator handle, dishwasher, or anywhere that you may need.  Simply unbutton your towel hanger, wrap around the handle you wish to display it on and button back. place the towel in the ring at the bottom. The ring is designed to accommodate a wide variety of sizes of kitchen and hand towels.  Each towel holder is made from acrylic yarn, acrylic ring and a little wood button, proudly displaying that the item is ""Handmade with Love"". The towel holder is approximately 10.5 inches tall when open and 7 inches tall when buttoned. The ring section of the towel holder is 3.75 inches across. To care for your holder simple wash in cold water with like colors and line or tumble dry.']",B09WJLP3RP,Very nice product!,True,5.0,Crochet Hanging Dish Towel Holder (Heather Grey),72637
The prints were beautifully done. They were for our 5 year-old granddaughter: just the messages she needs to hear everyday!,['4 - 8x10 UNFRAMED Prints'],B07VCDPK9L,Stylish and Beautiful!,True,5.0,"Reading and Learning Motivational Art Prints, Wall Art Posters - Unique Home Decor for Classroom, School, Kids Bedroom, Toddler and Child Room, Library - Gift for Teachers, Moms, Dads, (Set of 4) 8x10",51923
Great shopping experience. On time and in perfect condition. Awesome product.,"['YOU HAVE EARNED YOUR SIGNETThis is the way.  This is an industrial, exterior grade vinyl decal sticker.  Measuring approx. 3"" inches x 5.5 "" inches  Hand-crafted by a professional sign company *This item will be shipped as first class mail and WILL NOT receive tracking* per the Amazon Selller Requirements. * small items that cost less than $10 and  are shipped in USPS Standard Mail envelopes or First Class Mail envelopes, it will not be included in the Valid Tracking Rate (VTR) metric calculation. If you are interested  in tracking for your shipment there\'s an additional $3.00 fee,  please contact me prior to your purchase.']",B083D6TS21,This is the way,True,5.0,Bounty Hunter Star Mandalorian Logo Mudhorn Signet Mud Horn White Vinyl Decal,56392
We love it !!,"[""Complete your gamer room with this awesome 3d looking name decal. Each name is custom designed to look 3d and fun. The height will vary because the length of each name is different but don't worry, it will look proportional. Mock up sent upon request. While the decal may have features that look like something from a well known game where you mine and craft, the unique designs and artwork are individually designed for each name by a designer that is not associated, affiliated, endorsed, or sponsored by any game or company.""]",B016CEAEMG,Five Stars,True,5.0,Personalized Gamer Name decal 3D Looking Gamer Room Wall Vinyl Decal Sticker,83828
It’s perfect! I am an event planner and my clients request was a personalized name to go with the backdrop …I’m so excited! Can’t wait to set up her baby shower 🙌🏻,['View an instant font preview / proof of your name here namesigns.font.page/Lav Our customized wooden name signs are created by top quality 1/2 inch baltic birch plywood or 1/2 Inch MDF. All signs are custom cut and sanded and ready for paint as soon as received. Please contact us if you would like to see a preview of your sign. All Signs come unpainted. All Dots and punctuation will be attached. Signs over 46 inches will be done in 2 pieces to allow for handling.'],B09TJNL15Z,Good buy,True,5.0,"Personalized Custom Wood Name Sign, Nursery Name Sign, Family Name Signs, Choice of Size & Fonts!",71721
"I got these for my neices and daughter , i only had outside inscribed per other comments , they love them ,and they are still in great shape a year later.","['A personalized sterling silver stacking ring 2.4 mm wide and a sturdy 1.35 mm thick to last a lifetime. Handmade from solid sterling silver wire. Lettering available is upper case only A-Z, &, a heart symbol and simple punctuation. Every ring tells a story.']",B01591IOQG,Beautifuly simple,True,5.0,"Personalized Sterling Silver Ring, Stacking Rings - 2.4 mm wide",146
Husband likes it,"['item details:', ""This docking station is compatible with all cell phones including iPhone X, iPhone 8, iPhone 8 plus, all kind of iPhones and all Android phones. Moreover it's compatible with iPad and all kinds of tablet."", ""The item's color shown is WALNUT. There are 8 different colors available for this item: Cherry, Mahogany, Neutral (Beech), Ebony, Teak, Rosewood, Walnut, Slate Grey."", 'This docking station is a great solution to keep all your daily items organized and easy to find. It was designed to keep your smartphone, your tablet, keys, watch, glasses, wallet. Everything is organized in a series of spaces specifically designed.', '- PERSONALIZATIONS-', 'To require your personalizations (color, font style, name) click on SELECT OPTION', '- Choose the Docking Station Color', '- Choose between the two fonts (see the 4th picture as reference).', '- Write the NAME you want to engrave on the Docking Station', 'Please note that if you DO NOT choose the font style I WILL use the Picture N1 of this offering and NOTE that if you DO NOT CHOOSE the name I WILL NOT engrave the Docking Station.', 'The engraved text has a good quality and visibility with each colors.', '- PRODUCT DETAILS -', 'This docking station is composed by 2 plywood bars each of 19 cm x 19 cm (7,5"" x 7,5"")', 'Please note that the accessories shown are not included.', '- SHIPPING -', 'Two shipping methods available:', '- STANDARD SHIPPING:', 'Registered Mail Letter', 'Carrier: Post Office', 'Delivery Time: 12-16 business days approximately', 'Signature required for delivery', '- EXPEDITED:', 'Express pack UPS Saver', 'Carrier: UPS', 'Delivery time: 3-5 business days approximately', 'Signature required for delivery', '- CONTACTS -', ""For further information don't hesitate to contact us and we'll be glad to answer you as soon as possible."", 'See you soon!', 'GretaOto Design']",B071NNLLJ8,Looks nice,True,5.0,"Gift for Him, Personalized Gift, Docking Station, Charging Station, Phone Dock, Cell Phone Stand, Desk Organizer, Engraved Docking Station",22732
